,YEAR,MONTH,COUNTRY,SITUATION,FORECAST,REGION
8714,2012,SEPT,KUWAIT,,No significant developments are likely.,CENTRAL REGION
8715,2012,SEPT,LEBANON,,No significant developments are likely.,CENTRAL REGION
8716,2012,SEPT,PALESTINE,,No significant developments are likely.,CENTRAL REGION
8717,2012,SEPT,QATAR,,No significant developments are likely.,CENTRAL REGION
8718,2012,SEPT,SYRIA,,No significant developments are likely.,CENTRAL REGION
8719,2012,SEPT,TANZANIA,,No significant developments are likely.,CENTRAL REGION
8720,2012,SEPT,TURKEY,,No significant developments are likely.,CENTRAL REGION
8721,2012,SEPT,UGANDA,,No significant developments are likely.,CENTRAL REGION
8722,2012,SEPT,UAE,,No significant developments are likely.,CENTRAL REGION
8723,2012,SEPT,IRAN,No reports were received during September.,No significant developments are likely.,EASTERN REGION
8724,2012,SEPT,PAKISTAN,"During September, low numbers of mature solitarious adults were present along the Indian border in Khairpur Desert east of Rohri (2739N/6857E) and in Cholistan south of Rahimyar Khan (2822N/7020E) and Bahawalpur (2924N/7147E). Isolated immature solitarious adults were reported west of Karachi near Uthal (2548N/6637E). No locusts were seen in Tharparkar.",Locust numbers will decline in Cholistan and Khairpur as vegetation dries out. No significant developments are likely.,EASTERN REGION
8725,2012,SEPT,INDIA,A fourth instar hopper and isolated mature solitary adults were present at one place northwest of Bikaner (2801N/7322E) near the Pakistani border on 17-19 September.,Locust numbers will decline in Rajasthan as vegetation dries out. No significant developments are likely.,EASTERN REGION
8726,2012,SEPT,AFGHANISTAN,No reports received.,No significant developments are likely.,EASTERN REGION
8727,2013,APR,MAURITANIA,No surveys were carried out and no locusts were reported during April. ,Low to moderate numbers of adults and perhaps a few groups my appear in the southeast at the end of the forecast period but breeding is unlikely unless early rainfall occurs.,WESTERN REGION
8728,2013,APR,MALI,No surveys were carried out and no locusts were reported during April. ,Low to moderate numbers of adults and perhaps a few groups my appear from the north in the Adrar des Iforas at the end of the forecast period but breeding is unlikely unless early rainfall occurs.,WESTERN REGION
8729,2013,APR,NIGER,No surveys were carried out and no locusts were reported during April. ,Low to moderate numbers of adults and perhaps a few groups are likely to appear from the north in the Air Mountains and early small-scale breeding my occur in areas of recent rainfall. There is a low risk that groups of adults and perhaps a few small swarms could arrive from the east in June.,WESTERN REGION
8730,2013,APR,CHAD,No surveys were carried out and no locusts were reported during April. ,"There is a low risk that groups of adults and perhaps a few small swarms could appear from northern Sudan and, unless early rains fall, continue towards the west.",WESTERN REGION
8731,2013,APR,SENEGAL,No surveys were carried out and no locusts were reported during April. ,No significant developments are likely.,WESTERN REGION
8732,2013,APR,BENIN,,No significant developments are likely.,WESTERN REGION
8733,2013,APR,BURKINA FASO,,No significant developments are likely.,WESTERN REGION
8734,2013,APR,CAMEROON,,No significant developments are likely.,WESTERN REGION
8735,2013,APR,CAPE VERDE,,No significant developments are likely.,WESTERN REGION
8736,2013,APR,CÔTE D’IVOIRE,,No significant developments are likely.,WESTERN REGION
8737,2013,APR,GAMBIA,,No significant developments are likely.,WESTERN REGION
8738,2013,APR,GHANA,,No significant developments are likely.,WESTERN REGION
8739,2013,APR,GUINEA,,No significant developments are likely.,WESTERN REGION
8740,2013,APR,GUINEA  BISSAU,,No significant developments are likely.,WESTERN REGION
8741,2013,APR,LIBERIA,,No significant developments are likely.,WESTERN REGION
8742,2013,APR,NIGERIA,,No significant developments are likely.,WESTERN REGION
8743,2013,APR,SIERRA LEONE,,No significant developments are likely.,WESTERN REGION
8744,2013,APR,TOGO,,No significant developments are likely.,WESTERN REGION
8745,2013,APR,ALGERIA,"During April, an increasing number of adult groups copulated and laid eggs in the northwestern Sahara near the Moroccan border between Bechar (3135N/0217W) and Ain Sefra (3245N/0035W), southwest of Ain Sefra in W. El Rharbi (3150N/0100E), and close to irrigated areas in the central Sahara near Adrar (2753N/0017W), and In Salah (2712N/0229E). Hatching started during the second week in the central Sahara and followed shortly thereafter in other areas. By the end of the  month, small bands of 1st and 2nd instar hoppers had formed near Bechar while groups of ﬁ rst to third instar hoppers formed near Adrar, and ﬁ rst instar groups were seen near In Salah. Solitarious adults were also present in all of these areas. No locusts were seen near Tindouf (2741N/0811W), Tamanrasset (2250  N/0528E), Djanet (2434N/0930E) and Illizi (2630N/0825E). Ground teams treated 4,664 ha in April.","Small-scale breeding will continue along the southern side of the Atlas Mountains and in the northern and central parts of the Sahara. Groups of hoppers and small bands are likely to form that will ﬂ edge from late May onwards. As vegetation dries out, an increasing number of adult groups and perhaps a few small swarms my form and movetowards the south.",WESTERN REGION
8746,2013,APR,MOROCCO ,"During April, groups of adults laid eggs near Guelmim (2859N/1003W) and along the Algerian border in the Draa Valley south of Tata (2944N/0758W). Frommid-month onwards, hatching occurred and small patches of minly second instar hoppers had formed by the end of the  month south of Guelmim and in the Draa Valley southwest of Zagora (3019N/0550W). Mature solitarious adults were scattered throughout the Draa Valley, the Ziz-Ghris Valley near Erfoud (3128N/0410W), and from Erfoud to Figuig (3207N/0113W). In Western Sahara, scattered immature solitarious adults persisted at a few places in the south near Ma’Tallah (2223N/1502W).","Small-scale breeding will continue along the southern side of the Atlas Mountains in the Draa and Ziz-Ghris valleys and in the northeast near Figuig. Fledging is likely to commence by the end of May. As vegetation dries out, hoppers and adults my form small groups.",WESTERN REGION
8747,2013,APR,LIBYA,No reports were received in April.,"Low numbers of locusts my be present in the southwest from recent breeding. Small-scale breeding could continue during May, causing locust numbers to increase slightly. As vegetation dries out, a few small groups my form.",WESTERN REGION
8748,2013,APR,TUNISIA,No surveys were carried out and no locusts were reported during April. ,No significant developments are likely.,WESTERN REGION
8749,2013,APR,SUDAN,"During April, locust infestations declined on the southern coastal plains of the Red Sea due to control operations and drying vegetation. In the northeast, a few solitarious adults were seen in Wadi Diib near the Egyptian border in the ﬁ rst week. A mature swarm was reported along the Atbara River near Ed Damer (1734N/3358E) on 1 April. Hatching and band formation continued near cropping areas along the Nile Valley in Northern and River Nile States between Wadi Halfa (2147N/3122E) and Ed Damer. By end of the  month, some hoppers had reached ﬁ fth instar. Ground teams treated 2,252 ha in April.","Hopper bands will continue to develop in cropping areas along the Nile River in Northern and River Nile States and ﬂ edge from early May onwards. Thereafter, small groups and swarms are likely to form and remain in cropping areas, mature and lay eggs in June or, if early rains fall, moveto the summer breeding areas. There is a low risk that some adult groups or small swarms mght movefrom the Nile Valley towards the west.",CENTRAL REGION
8750,2013,APR,ERITREA,"A late report indicated that ground and aerial control operations were carried out against 3,510 ha of hopper bands and swarmlets during March on the northern Red Sea coastal plains between Shib   (1551N/3903E) and the Sudanese border at Karora (1745N/3820E). A few swarmlets that escaped control reached the highlands between Keren (1546N/3827E) and south of Asmara.During April, small groups of second to fourth instar transiens hoppers and bands were present on the northern coastal plains near Mersa Gulbub (1633N/3908E). Ground teams treated 1,060 ha in April.",Locust numbers will decline on the northern coastal plains of the Red Sea as vegetation continues to dry out. No significant developments are likely.,CENTRAL REGION
8751,2013,APR,ETHIOPIA,No surveys were carried out and no locusts were reported during April. ,No significant developments are likely.,CENTRAL REGION
8752,2013,APR,DJIBOUTI,No surveys were carried out and no locusts were reported during April. ,No significant developments are likely.,CENTRAL REGION
8753,2013,APR,SOMALIA,No surveys were carried out and no locusts were reported during April. ,No significant developments are likely.,CENTRAL REGION
8754,2013,APR,EGYPT,"During the ﬁ rst half of April, locust infestations continued to decline on the Red Sea coast in the southeast. A few small groups of ﬂ edglings, immature and mature solitarious and gregarious adults were present in the El Shzly and Abraaq areas west of Berenice (2359N/3524E). Some of the adults were copulating. No locusts were seen on the Red Sea coast between Shlatyn and the Sudanese border. Breeding occurred near crops on the western side of Lake Nasser where groups of ﬁ rst and second instar gregarious hoppers were present minly after mid-month between Abu Simbel (2219N/3138E) and Tushka (2247N/3126E), and in the Garf  Husein (2317N/3252E) area.",Locust numbers will decline on the southern coast of the Red Sea in the El Shzly and Abraaq areas. Small-scale breeding will continue in crops along the Lake Nasser shoreline where ﬂ edging will occur during May and small adult groups could form.,CENTRAL REGION
8755,2013,APR,ISRAEL,"Although egg-laying occurred in the northern Negev in late March, no hatching was reported and no locusts were seen after 2 April.",No significant developments are likely.,CENTRAL REGION
8756,2013,APR,SAUDI ARABIA,"During the ﬁ rst half of April, adult groups continued to lay eggs in subcoastal areas of the northern Red Sea, minly to the northwest and northeast of Tabuk (2823N/3635E) and east of Khaybar (2542N/3917E). Eggs that were laid in March hatched and hopper bands formed between Khaybar and Tabuk, and on the extreme northern part of the coast near the Gulf of Aqaba. By the end of April, some hoppers had reached ﬁ fth instar. Breeding also continued on the northern Red Sea coast where late instar hopper groups, bands and ﬂ edglings were present near Umm Lajj (2501N/3716E) and Masturah (2309N/3851E). Control operations treated 13,712 ha, including 4,720 ha by air, in April.",Hopper bands in the Tabuk and Khaybar areas are likely to ﬂ edge from early May onwards and adults could form groups and small swarms that could moveinto areas of recent rainfall in the interior and lay eggs. Further hatching is expected near Tabuk and hoppers could form groups and small bands during May. Locust numbers will continue to decline on the Red Sea coastal plains.,CENTRAL REGION
8757,2013,APR,YEMEN,"During April, an isolated immature adult was seen on the central Red Sea coastal plains between Hodeidah (1450N/4258E) and Bayt Al Faqih (1430N/4317E). No locusts were seen elsewhere on the Red Sea coast and along the Gulf of Aden coastal plains. There were unconﬁ rmed reports on 28-29 April of hoppers in the interior between Safer (1534N/4547E) and Al Abr (1608N/4714E), and adults near Al Hazm (1609N/4447E) and between Ataq (1435  N/4649E) and Nisab (1430N/4629E).",Low to moderate numbers of adults and perhaps a few small groups could appear in the interior between Marib and Hadhramaut and breed in areas of recent rainfall.,CENTRAL REGION
8758,2013,APR,OMAN,"During April, no locusts were seen during surveys carried out on the Musandam Peninsula and in the northern interior between Nizwa (2255N/5731E) and Adam (2223N/5731E).",Low numbers of adults could appear in areas of recent rainfall in Dhahera and Dakhliya and eventually breed.,CENTRAL REGION
8759,2013,APR,BAHRAIN,,No significant developments are likely.,CENTRAL REGION
8760,2013,APR,IRAQ,,No significant developments are likely.,CENTRAL REGION
8761,2013,APR,JORDAN,,No significant developments are likely.,CENTRAL REGION
8762,2013,APR,KENYA,,No significant developments are likely.,CENTRAL REGION
8763,2013,APR,KUWAIT,,No significant developments are likely.,CENTRAL REGION
8764,2013,APR,LEBANON,,No significant developments are likely.,CENTRAL REGION
8765,2013,APR,PALESTINE,,No significant developments are likely.,CENTRAL REGION
8766,2013,APR,QATAR,,No significant developments are likely.,CENTRAL REGION
8767,2013,APR,SYRIA,,No significant developments are likely.,CENTRAL REGION
8768,2013,APR,TANZANIA,,No significant developments are likely.,CENTRAL REGION
8769,2013,APR,TURKEY,,No significant developments are likely.,CENTRAL REGION
8770,2013,APR,UGANDA,,No significant developments are likely.,CENTRAL REGION
8771,2013,APR,UAE,,No significant developments are likely.,CENTRAL REGION
8772,2013,APR,IRAN,"During April, low numbers of mature solitarious adults were seen on the southeast coast near Chabahar (2517N/6036E) on the 4th during a joint survey with Pakistan, India and Afghanistan. Some of the adults were copulating.",Locust numbers will decline on the southeast coast as vegetation dries out. No significant developments are likely.,EASTERN REGION
8773,2013,APR,PAKISTAN,A late report indicated that no locusts were seen   during surveys carried out in coastal and interior areas of Baluchistan from 18 March to 9 April. No locusts were seen during the remainder of the  month.,Small-scale breeding my occur early in the forecast period in areas of recent rainfall in Baluchistan. Low numbers of adults my start to appear in Cholistan and Tharparkar at the end of the forecast period.,EASTERN REGION
8774,2013,APR,INDIA,No locusts were seen during surveys carried out during April.,Low numbers of adults my start to appear in Rajasthan at the end of the forecast period.,EASTERN REGION
8775,2013,APR,AFGHANISTAN,No reports received.,No significant developments are likely.,EASTERN REGION
8776,2013,AUG,MAURITANIA,"During August, there was an increase in isolated mature solitarious adults reported in the southeast, centre and southwest of the country. Low numbers of ﬁ rst to third instar hoppers were present between Aioun El Atrous (1639N/0936W) and Nema (1636N/0715W), and between Moudjeria (1752N/1219W) and Aguilal Faye (1827N/1444W) as a result of egg-laying in July.","Small-scale breeding will cause locust numbers to increase in the south and centre. As vegetation dries out, some locusts could concentrate and perhaps form small groups while others will movetowards the west and northwest.",WESTERN REGION
8777,2013,AUG,MALI,"During August, no locusts were seen by surveys carried out in central and western areas between Nioro (1512N/0935W) and Hombori (1516N/0140W).","Small-scale breeding will cause locust numbers to increase in the Adrar des Iforas, Tilemsi Valley and Tamesna. By the end of the forecast period, locusts could concentrate and perhaps form small groups as vegetation dries out.",WESTERN REGION
8778,2013,AUG,NIGER,"During August, solitarious hoppers and adults mxed with a few late instar hopper groups persisted in the Air Mountains southeast of Timia (1809N/0846E). Bymid-month, some of the immature adults formed a few groups at densities up to 2,500 adults/ha. During the second half of the  month, isolated mature solitarious adults appeared in the Tamesna near Tassara (1650N/0550E) and in the west near Filingué (1421N/0319E). No locusts were seen in central Tamesna near In Abangharit (1754N  /0559E) or in the southern Air Mountains. Ground teams treated 695 ha during August.","Small-scale breeding will cause locust numbers to increase in Tamesna and in the pasture areas between Tahoua and Tanout, and perhaps near Filingué. Small infestations my persist in the southeast Air. By the end of the forecast period, locusts could concentrate and perhaps form small groups as vegetation dries out.",WESTERN REGION
8779,2013,AUG,CHAD,"During August, isolated immature and mature solitarious adults were present in the centre and northeast between Salal (1448N/1712E) and Fada (1714N/2132E).","Small-scale breeding will cause locust numbers to increase in the northern parts of Kanem and Batha, in Biltine and in the northeast.",WESTERN REGION
8780,2013,AUG,SENEGAL,No surveys were carried out and no locusts were   reported during August. ,No significant developments are likely.,WESTERN REGION
8781,2013,AUG,BENIN,,No significant developments are likely.,WESTERN REGION
8782,2013,AUG,BURKINA FASO,,No significant developments are likely.,WESTERN REGION
8783,2013,AUG,CAMEROON,,No significant developments are likely.,WESTERN REGION
8784,2013,AUG,CAPE VERDE,,No significant developments are likely.,WESTERN REGION
8785,2013,AUG,CÔTE D’IVOIRE,,No significant developments are likely.,WESTERN REGION
8786,2013,AUG,GAMBIA,,No significant developments are likely.,WESTERN REGION
8787,2013,AUG,GHANA,,No significant developments are likely.,WESTERN REGION
8788,2013,AUG,GUINEA,,No significant developments are likely.,WESTERN REGION
8789,2013,AUG,GUINEA  BISSAU,,No significant developments are likely.,WESTERN REGION
8790,2013,AUG,LIBERIA,,No significant developments are likely.,WESTERN REGION
8791,2013,AUG,NIGERIA,,No significant developments are likely.,WESTERN REGION
8792,2013,AUG,SIERRA LEONE,,No significant developments are likely.,WESTERN REGION
8793,2013,AUG,TOGO,,No significant developments are likely.,WESTERN REGION
8794,2013,AUG,ALGERIA,"During August, immature adults persisted near irrigated crops in the Adrar (2753N/0017W) area of the central Sahara, and ground teams treated 10 ha. No locusts were seen in the northwest near Bechar (3135N/0217W) or in the south between Tamanrasset (2250N/0528E), In Guezzam (1937N/0552E) and the Niger border.",Small-scale breeding my cause locust numbers to increase in the extreme south along the borders of Mali and Niger. Low numbers of locusts are likely to persist in the Adrar area.,WESTERN REGION
8795,2013,AUG,MOROCCO ,No surveys were carried out and no locusts were reported during August. ,No significant developments are likely.,WESTERN REGION
8796,2013,AUG,LIBYA,No surveys were carried out and no locusts were reported during August. ,No significant developments are likely.,WESTERN REGION
8797,2013,AUG,TUNISIA,No reports were received during August.,No significant developments are likely.,WESTERN REGION
8798,2013,AUG,SUDAN,"During August, the situation remained calm and only scattered mature solitarious adults were present in the eastern part of the summer breeding area between Kassala (1527N/3623E) and Sinkat (1855N/3648E). A few immature and mature solitarious adults persisted in the Nile Valley near Ed Damer (1734N/3358E), Abu Hamed (1932N/3320E), Merowe (1830N/3149E) and Dongola (1910N/3027E). Small-scale breeding continued in the Libyan Desert near Egypt to the southeast of Selima Oasis (2122N/2119E). No locusts were seen in White Nile and North Kordofan states.","Small-scale breeding will cause locust numbers to increase in North Darfur, North Kordofan, White Nile, Khartoum and Kassala states. By the end of the forecast period, locusts could concentrate and form small groups as vegetation dries out.",CENTRAL REGION
8799,2013,AUG,ERITREA,No surveys were carried out and no locusts were reported during August. ,"Small-scale breeding is likely to be in progress and will continue, causing locust numbers to increase in the western lowlands north of Teseney. Surveys are recommended.",CENTRAL REGION
8800,2013,AUG,ETHIOPIA,"During August, no locusts were seen during a survey in the Tigray region of the northwest near Akwi (1350N/3653E) and the Sudanese border.",No significant developments are likely.,CENTRAL REGION
8801,2013,AUG,DJIBOUTI,No surveys were carried out and no locusts were reported during August. ,No significant developments are likely.,CENTRAL REGION
8802,2013,AUG,SOMALIA,"During August, no locusts were seen during a survey on the plateau and escarpment between Hargeisa   (0931N/4402E), Berbera (1028N/4502E) and Burao (0  931N/4533E).",No significant developments are likely.,CENTRAL REGION
8803,2013,AUG,EGYPT,"During August, no locusts were seen during surveys carried out on the Red Sea coast between Shalatyn (2308N/3535E) and Halaib (2213N/3638E), and near Lake Nasser in the Allaqi area, Tushka (2247N/3126E), and Aswan (2405N/3256E).",No significant developments are likely.,CENTRAL REGION
8804,2013,AUG,SAUDI ARABIA,"During August, low numbers of mature solitarious adults were present and breeding on the central Red Sea coast near Lith (20  08N/4016E). No locusts were seen in the Asir Mountains near Abha (1813N/4230E).",Small-scale breeding will cause locust numbers to increase slightly on the central Red Sea coastal plains near Lith.,CENTRAL REGION
8805,2013,AUG,YEMEN,"No surveys were carried out during August. Nevertheless, there were reports of late instar hopper and mature gregarious adult groups near the Saudi Arabian border southeast of Al Buqa (1720N/4436E) where breeding occurred after immature swarms arrived inmid-June and matured. Control was undertaken on a few farms and 120 ha were treated. On the 22nd, a very small mature swarm was seen copulating on the western edge of Wadi Hadhramaut in the Al Wahad (1548N/4752E) area. Numerous hoppers and adults, including copulating adults, were reported between Ataq (1435N/4  649E) and Bayhan (1452N/4545E).","Locust numbers will continue to increase in Al Jawf, Marib, Shbwah and Hadhramaut, including the Thamud plateau, where small groups of hoppers and adults and a few bands and swarms are likely to form.",CENTRAL REGION
8806,2013,AUG,OMAN,"During August, an individual immature solitarious adult was seen on the Batinah coast at Al Faleij (2334N/5800E). No locusts were present in the northern interior near Adam (2223N/5731E).",No significant developments are likely.,CENTRAL REGION
8807,2013,AUG,BAHRAIN,,No significant developments are likely.,CENTRAL REGION
8808,2013,AUG,IRAQ,,No significant developments are likely.,CENTRAL REGION
8809,2013,AUG,ISRAEL,,No significant developments are likely.,CENTRAL REGION
8810,2013,AUG,JORDAN,,No significant developments are likely.,CENTRAL REGION
8811,2013,AUG,KENYA,,No significant developments are likely.,CENTRAL REGION
8812,2013,AUG,KUWAIT,,No significant developments are likely.,CENTRAL REGION
8813,2013,AUG,LEBANON,,No significant developments are likely.,CENTRAL REGION
8814,2013,AUG,PALESTINE,,No significant developments are likely.,CENTRAL REGION
8815,2013,AUG,QATAR,,No significant developments are likely.,CENTRAL REGION
8816,2013,AUG,SYRIA,,No significant developments are likely.,CENTRAL REGION
8817,2013,AUG,TANZANIA,,No significant developments are likely.,CENTRAL REGION
8818,2013,AUG,TURKEY,,No significant developments are likely.,CENTRAL REGION
8819,2013,AUG,UGANDA,,No significant developments are likely.,CENTRAL REGION
8820,2013,AUG,UAE,,No significant developments are likely.,CENTRAL REGION
8821,2013,AUG,IRAN,No locusts were seen along the southeast coast near Jask (2540N/5746E) during the ﬁ rst half of August.,No significant developments are likely.,EASTERN REGION
8822,2013,AUG,PAKISTAN,"During the ﬁ rst two decades of August, no surveys were carried out. During the last decade, isolated mature solitarious adults were seen in the Cholistan Desert where they persisted along the Indian border southeast of Rahimyar Khan (2822N/7020E). Low numbers of mature adults were also present west of Karachi near Uthal (2548N/6637E). No locusts were seen in the Tharparkar Desert.","Small-scale breeding will cause locust numbers to increase in Cholistan and Uthal, and to a lesser extent in Tharparkar.",EASTERN REGION
8823,2013,AUG,INDIA,"During August, isolated solitarious adults persisted in Rajasthan where they were maturing along the Pakistan border west of Bikaner (2801N/7322E) and west of Jaisalme  r (2652N/7055E). ",Small-scale breeding will cause locust numbers to increase in Rajasthan and Gujarat.,EASTERN REGION
8824,2013,AUG,AFGHANISTAN,No reports received.,No significant developments are likely.,EASTERN REGION
8825,2013,DEC,MAURITANIA,"During December, ground control operations continued against late instar hopper groups and bands at densities of ()more() than 70 hoppers/m2 and groups of minly immature adults at densities up to 38,000 adults/ha in the northwest near Akjoujt (1945N/1421W), Tasiast (2034N/1531W), and southwest of Bennichab (1932N/1512W). Similar infestations were reported in the Parc National du Banc d’Arguin where chemical control was not possible. Aftermid-month, nearly all of the hoppers had ﬂ edged, and infestations and control operations were declining. Ground teams treated 14,483 ha during December. Further north, scattered immature and mature solitarious adults were present near Zouerate (2244N/1221W).","Residual adult populations in the northwest will mature and another generation of breeding, albeit on a smaller scale than previous breeding, is likely to occur in those areas that remain favourable. Small-scale breeding my also occur near Zouerate and there remains a risk that adults my movefurther to north and northeast Tiris-Zemmour during periods of warm southerly winds and breed in areas of recent rainfall.",WESTERN REGION
8826,2013,DEC,MALI,"During December, no locusts were seen by surveys carried out in the west near Kayes (1426N/1128W) and in central areas between Nara (1510N/0717W) and Gao (1616N/0003W).",Low numbers of locusts are likely to be present and will persist in parts of the Adrar des Iforas.,WESTERN REGION
8827,2013,DEC,NIGER,"During December, isolated mature solitarious adults persisted in the Tamesna between Arlit (1843N/0721E) and Tassara (1650N/0550E), while  mature solitarious and transiens adults were seen south of Agad  ez (1658N/0759E) in the Tadress area. No locusts were seen south of Tassara. A few solitarious hoppers and immature adults were reported between Arlit and the Tazerzait Plateau. Locust numbers increased after mid-month in the Ténéré Desert where groups of mainly second and third instar hoppers at densities of up to 8 hoppers/m2 and maturing solitarious and transiens adults at densities up to 1,000 adults/ha were present northwest of Fachi (1806N/1134E). ",Scattered adults are likely to movefrom the Ténéré to the southeastern Air Mountains where they will persist during the forecast period.,WESTERN REGION
8828,2013,DEC,CHAD,No surveys were carried out and no locusts were reported during December. ,No significant developments are likely.,WESTERN REGION
8829,2013,DEC,SENEGAL,No reports were received during December. ,No significant developments are likely.,WESTERN REGION
8830,2013,DEC,BENIN,,No significant developments are likely.,WESTERN REGION
8831,2013,DEC,BURKINA FASO,,No significant developments are likely.,WESTERN REGION
8832,2013,DEC,CAMEROON,,No significant developments are likely.,WESTERN REGION
8833,2013,DEC,CAPE VERDE,,No significant developments are likely.,WESTERN REGION
8834,2013,DEC,CÔTE D’IVOIRE,,No significant developments are likely.,WESTERN REGION
8835,2013,DEC,GAMBIA,,No significant developments are likely.,WESTERN REGION
8836,2013,DEC,GHANA,,No significant developments are likely.,WESTERN REGION
8837,2013,DEC,GUINEA,,No significant developments are likely.,WESTERN REGION
8838,2013,DEC,GUINEA  BISSAU,,No significant developments are likely.,WESTERN REGION
8839,2013,DEC,LIBERIA,,No significant developments are likely.,WESTERN REGION
8840,2013,DEC,NIGERIA,,No significant developments are likely.,WESTERN REGION
8841,2013,DEC,SIERRA LEONE,,No significant developments are likely.,WESTERN REGION
8842,2013,DEC,TOGO,,No significant developments are likely.,WESTERN REGION
8843,2013,DEC,ALGERIA,"During December, no locusts were seen during surveys carried out near Adrar (2753N/  0017W) and west of Tamanrasset (2250N/0528E)  .",Scattered adults my be present and breeding on a small scale in irrigated areas near Adrar. Low numbers of adults my appear near Tindouf and Illizi where small-scale breeding my occur once temperatures increase after January.,WESTERN REGION
8844,2013,DEC,MOROCCO ,"During December, isolated immature solitarious adults were seen at a few places in the Adrar Settouf region of Western Sahara near Ma’Tallah (2223N/1502W) and Aousserd (2233N/1419W) while mature adults were present in the north near Smara (2644N/1140W). No locusts were seen south of the Atlas Mountains near Guelmim (2859N/1003W).",Adults and a few small groups my appear in southern areas of the Western Sahara. Small-scale breeding will occur in areas that receive rainfall.,WESTERN REGION
8845,2013,DEC,LIBYA,No locusts were reported during December. ,Low numbers of adults are likely to appear in the southwest near Ghat and breed on a small scale if rainfall occurs.,WESTERN REGION
8846,2013,DEC,TUNISIA,No surveys were carried out and no locusts were reported during December. ,No significant developments are likely.,WESTERN REGION
8847,2013,DEC,SUDAN,"During December, groups of immature and mature adults persisted in the summer breeding areas of the interior near the Nile Valley southwest of Atbara and southeast of Abu Hamed. Similar infestations mixed with solitarious hoppers were also present on the western side of the Red Sea Hills north of Haiya. Control operations treated 2,240 ha of which 800 ha were by air. No further control was carried out after 17 December.In the winter breeding areas, ()more() hopper bands formed in the northeast along W. Oko near Tomala (2002N/3551E) and scattered adults were present. In the Tokar Delta (1827N/3741E), solitarious hoppers of all instars formed groups and groups of adults were present and maturing. Local breeding also occurred further south along the Eritrean border near Karora (1745N/3820E) where solitarious hoppers and adults were present. The adults were maturing and forming groups. Limited egg laying was seen in both areas. On the 23rd, a mdium density immature swarm reportedly crossed the border from Eritrea. Control operations treated 3,654 ha of which 2,600 were by air.",A second generation of breeding will cause locust numbers to increase in the Tokar Delta and on the southern coastal plains. Further breeding my also occur in Wadi Oko. Hatching will occur during January and small hopper groups and perhaps a few bands may form.,CENTRAL REGION
8848,2013,DEC,ERITREA,"During December, small late instar hopper groups continued to form on the central Red Sea coastal plains, minly in crops between Wekiro (1548N/3918E) and Mersa Cuba. Fledging occurred and immature adults formed small groups. Early instar hopper bands were present south of Massawa (1537N/3928E) to Mersa Fatma (1454N/4018E) and on the northern coast near Karora (1745N/3820E) and the Sudanese border. By the end of the  month, groups of adults were maturing and laying eggs in several areas. Control operations treated 44,160 ha of which 7,400 ha were by air from 23 November to 22 December.",Hoppers will continue to form groups and small bands on the Red Sea coast between Tio and Karora that could lead to the formation of adult groups and a few small swarms. Another generation of breeding will cause locust numbers to increase further with egg-laying and hatching during January.,CENTRAL REGION
8849,2013,DEC,ETHIOPIA,"During December, isolated immature solitarious adults were seen at two places near Ayasha (1045N/4234E) and the border of northern Somalia. No locusts were seen near Dire Dawa (0935N/4150E) and Jijiga (0922N/4250E).",No significant developments are likely.,CENTRAL REGION
8850,2013,DEC,DJIBOUTI,No surveys were carried out and no locusts were reported during December. ,Scattered adults my be present and could breed on the coastal plains east of Djibouti town.,CENTRAL REGION
8851,2013,DEC,SOMALIA,"During the ﬁ rst week of December, there were unconﬁ rmed reports of hopper bands on the northwest coast near Gerisa (1036N/4325E) but subsequent surveys only found isolated mature solitarious adults nearby. Scattered late instar solitarious hoppers, ﬂ edglings, and immature adults were present on the escarpment northeast of Burao (0931N/  4533E), including one hectare of scattered late instar gregarious hoppers. Locals reported locusts on the coast near Las Koreh (1110N/4812E) at Ceel Xasan (1117N/4847E) on 1 December. There were also unconﬁ rmed reports of at least two mature swarms moving southwest towards the Golis Mountains during the ﬁ rst week. Television footage showed groups of solitarious and transiens adults copulating, and egg-laying was reported by locals. More unconﬁ rmed reports were received at the end of the  month from the northwest coast.","Breeding is likely to be in progress in some coastal, escarpment and plateau areas as far east as Las Koreh. If so, locust numbers will increase, and hopper and adults my form small groups.",CENTRAL REGION
8852,2013,DEC,EGYPT,"During December, no locusts were seen during surveys carried out on the Red Sea coast and subcoastal areas between Berenice (2359N/3524E) and the Sudan border, along both sides of Lake Nasser in the Allaqi and Ga rf Husein (2317N/3252E) areas, and in the northwest near Siwa (2912N/2531E) and Salum (3131N/2509E).",Adults and perhaps a few small groups my appear along the Red Sea coast south of Shlatyn and breed on a small scale if rainfall occurs.,CENTRAL REGION
8853,2013,DEC,SAUDI ARABIA,"During December, a second generation of breeding continued on the central Red Sea coastal plains between Lith (2008N/4016E) and Qunﬁ dah (1909N/4107E) and on the southern plains near Jizan (1656N/4233E) where groups of mature adults and swarms formed and laid eggs, and hoppers formed groups and bands of all instars. Some of the infestations extended into the Asir Mountains near Al Baha (2001N/4129E) and Abha (1813N/4230E). Swarms were reported coming from adjacent coastal areas of Yemen, and a few crossed the Asir Mountains, reaching the Najran (1729N/4408E) area. Aerial and ground control operations treated 10,990 ha during December.",Locust numbers will increase further along the Red Sea coastal plains as second-generation hatching and band formation continues between Lith and Qunﬁ dah and near Jizan. New groups and small swarms of immature adults are likely to form from early January onwards.,CENTRAL REGION
